abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Tong Zhang', 'Hui-tao Fan', 'Ning Lv', 'Xiu-juan Xu', 'Ji-yan Leng']",10.1016/j.jcis.2010.11.079,https://www.sciencedirect.com/science/article/abs/pii/S0021979710013573?via%3Dihub,4,2011,Synthesis and gas-sensing characteristics of WO3 nanofibers via electrospinning,Journal of Colloid and Interface Science,,,Nanoscience and Nanotechnology
,"['Chang Su', 'Lili Liu', 'Xiaoqing Bo', 'Zhijun Wang', 'Yu Li', 'Li Liu', 'Changbai Liu', 'Xiao Chi']",10.1016/j.snb.2013.12.078,https://www.sciencedirect.com/science/article/abs/pii/S0925400513015591,4,2014,Tungsten trioxide nanotubes with high sensitive and selective properties to acetone,Sensors and Actuators B: Chemical,,,Nanoscience and Nanotechnology
,"['Chongmu Lee', 'Hyunsung Ko', 'Sunghoon Park', 'Soyeon An']",10.1016/j.ceramint.2013.07.025,https://www.sciencedirect.com/science/article/pii/S0272884213008195?via%3Dihub,1,2014,Fabrication of WO3 nanotube sensors and their gas sensing properties,Ceramics International,,,Nanoscience and Nanotechnology
,,,,,,Ruberg2002,,,,Social and Behavioral Sciences
,,,,,2019,SGB VIII,,,,Social and Behavioral Sciences
,,,,,,Winkler2006,,,,Social and Behavioral Sciences
,,,,,,Dollinger2006,,,,Social and Behavioral Sciences
,,,,,,Rautenberg2006,,,,Social and Behavioral Sciences
,,,,,2006,12. Kinder- und Jugendbericht. Bericht über die Lage junger Menschen und die Bestrebungen und Leistungen der Kinder- und Jugendhilfe,,,,Social and Behavioral Sciences
,,,,,2009,13. Kinder- und Jugendbericht. Bericht über die Lage junger Menschen und die Bestrebungen und Leistungen der Kinder- und Jugendhilfe,,,,Social and Behavioral Sciences
,,,,,2013,14. Kinder- und Jugendbericht. Bericht über die Lage junger Menschen und die Bestrebungen und Leistungen der Kinder- und Jugendhilfe,,,,Social and Behavioral Sciences
,Deutscher-Bundestag,,,,2017,15. Kinder- und Jugendbericht. Bericht über die Lebenssituation junger Menschen und die Leistungen der Kinder- und Jugendhilfe in Deutschland,,,,Social and Behavioral Sciences
,"Bundesministerium für Familie Senioren, Frauen und Jugend",,,,2020,16. Kinder- und Jugendbericht. Bericht über die Lage junger Menschen und die Bestrebungen und Leistungen der Kinder- und Jugendhilfe,,,,Social and Behavioral Sciences
,,,,,,Riefling2014,,,,Social and Behavioral Sciences
,"[' Quenzel, Gudrun', 'Hurrelmann, Klaus']",,,,2016,Lebensphase Jugend: Eine Einführung in die sozialwissenschaftliche Jugendforschung,,,,Social and Behavioral Sciences
,"Schröer, Wolfgang",,,,2009,Jugend,,,,Social and Behavioral Sciences
,,,,,,Templin2015,,,,Social and Behavioral Sciences
,"Scherr, Albert",,,,2009,Jugendsoziologie: Einführung in Grundlagen und Theorien,,,,Social and Behavioral Sciences
,"Perovic, Bojana",,,,2016,Defining Youth in Contemporary National Legal and Policy Frameworks Across Europe,,,,Social and Behavioral Sciences
,"Mitterauer, Michael",,,,1986,Sozialgeschichte der Jugend,,,,Social and Behavioral Sciences
,"King, Vera",,,,2013,"Die Entstehung des Neuen in der Adoleszenz: Individuation, Generativität und Geschlecht in modernisierten Gesellschaften",,,,Social and Behavioral Sciences
,,,,,,Boehnisch2020,,,,Social and Behavioral Sciences
,"Bloch, Ernst",,,,2019,"Das Prinzip Hoffnung, Kapitel 1-32",,,,Social and Behavioral Sciences
,,,,,,Niemeyer2006,,,,Social and Behavioral Sciences
,"Hafeneger, Benno",,,,1995,"Jugendbilder: zwischen Hoffnung, Kontrolle, Erziehung u. Dialog",,,,Social and Behavioral Sciences
,"Griese, Hartmut M.",,,,1987,Sozialwissenschaftliche Jugendtheorien: eine Einführung,,,,Social and Behavioral Sciences
,"[' Niekrenz, Yvonne', ' Schmitt, Caroline', 'Witte, Matthias D.']",,,,2021,Jugendliche,,,,Social and Behavioral Sciences
,"Anhorn, Roland",,,,2010,Von der Gefährlichkeit zum Risiko – Zur Genealogie der Lebensphase „Jugend“ als soziales Problem,,,,Social and Behavioral Sciences
,"['Maya Hristakeva', 'Kris Jack', 'Roman Kern']",10.1045/july2012-kern,,7,2012,TeamBeam - Meta-Data Extraction from Scientific Literature,D-Lib Magazine,,,Social and Behavioral Sciences
,"['Christian Herrmann', 'Miriam Kehne', 'Anne Strotmeyer']",10.1007/s12662-019-00596-z,,6,2019,"Motorische Basiskompetenzen: Zusammenhänge mit Geschlecht, Alter, Gewichtsstatus, außerschulischer Sportaktivität und Koordinationsleistung",German Journal of Exercise and Sport Research,,,Social and Behavioral Sciences
,"['Annette Worth', 'Klaus Bös', 'Steffen C E Schmidt', 'Doris Oriwol', 'Claudia Niessner', 'Anke Hanssen-Doose', 'Alexander Burchartz', 'Leon Klos', 'Alexander Woll']",10.1093/ije/dyaa281,http://dx.doi.org/10.1093/ije/dyaa281,3,2021,Cohort Profile Update: The Motorik-Modul (MoMo) Longitudinal Study—physical fitness and physical activity as determinants of health development in German children and adolescents,International Journal of Epidemiology,,,Social and Behavioral Sciences
,"['Emilio Ferrara', 'Kristina Lerman', 'Goran Muric']",10.2196/25379,,4,2021,Gender Disparity in the Authorship of Biomedical Research Publications During the COVID-19 Pandemic: Retrospective Observational Study,Journal of Medical Internet Research,,,Social and Behavioral Sciences
,"['Anya Chapman', 'Julie Whitfield', 'James Cassar']",10.1080/15470148.2020.1719948,,1,2020,Contemporary factors influencing association conference attendance,Journal of Convention & Event Tourism,,,Social and Behavioral Sciences
,"['Andrius Brusokas', 'Krzysztof Cieślikowski']",10.18778/0867-5856.30.1.13,,6,2020,Selected Attractiveness Factors of Academic Conferences as a Product on the International Tourism Market,Turyzm/Tourism,,,Social and Behavioral Sciences
,"[' Soibelman L', ' Becerik Gerber B', ' Ghahramani A', 'Ahmadi Karvigh S']",,,,2018,Real-Time Activity Recognition For Energy Efficiency In Buildings,,,,Social and Behavioral Sciences
,"[' Deng L', ' Yang X', 'Liu Q']",,,,2018,An Ibeacon-Based Location System For Smart Home Control,,,,Social and Behavioral Sciences
,"[' Nielsen TD', ' Pedersen Tb', ' Neupane B', 'Frazzetto D']",,,,2018,Adaptive User-Oriented Direct Load-Control Of Residential Flexible Devices,,,,Social and Behavioral Sciences
,"[' Xu Z', ' Peng X', ' Wu L', ' Li C', ' Chao L', ' Wang Y', 'Zhang X']",,,,2018,Iehouse: A Non-Intrusive Household Appliance State Recognition System,,,,Social and Behavioral Sciences
,"[' Mohammed OA', 'Ebrahim AF']",,,,2018,Energy D123234isaggregation Based Deep Learning Techniques: A Pre-Processing Stage To Enhance The Household Load Forecasting,,,,Social and Behavioral Sciences
,"[' Soibelman L', ' Becerik Gerber B', ' Ghahramani A', 'Ahmadi Karvigh S']",,,,2018,Real-Time Activity Recognition For Energy Efficiency In Buildings,,,,Social and Behavioral Sciences
,"[' Deng L', ' Yang X', 'Liu Q']",,,,2018,An Ibeacon-Based Location System For Smart Home Control,,,,Social and Behavioral Sciences
,"[' Nielsen TD', ' Pedersen Tb', ' Neupane B', 'Frazzetto D']",,,,2018,Adaptive User-Oriented Direct Load-Control Of Residential Flexible Devices,,,,Social and Behavioral Sciences
,"[' Xu Z', ' Peng X', ' Wu L', ' Li C', ' Chao L', ' Wang Y', 'Zhang X']",,,,2018,Iehouse: A Non-Intrusive Household Appliance State Recognition System,,,,Social and Behavioral Sciences
,"[' Mohammed OA', 'Ebrahim AF']",,,,2018,Energy D123234isaggregation Based Deep Learning Techniques: A Pre-Processing Stage To Enhance The Household Load Forecasting,,,,Social and Behavioral Sciences
,,,,,,dasdsada,,,,Social and Behavioral Sciences
,"['Ralph Ewerth', 'Robert Rein', 'Jonas Theiner', 'Eric Müller-Budack']",,,,2019,""" Does 4-4-2 exist?""– An Analytics Approach to Understand and Classify Football Team Formations in Single Match Situations",Proceedings Proceedings of the 2nd International Workshop on Multimedia Content Analysis in Sports,,,Social and Behavioral Sciences
,"['Philip C. Treleaven', 'Bogdan Batrinca']",10.1007/s00146-014-0549-4,https://link.springer.com/article/10.1007/s00146-014-0549-4,7,2014,"Social media analytics: a survey of techniques, tools and platforms",AI & SOCIETY,,,Social and Behavioral Sciences
,"['Mohammed OA', 'Ebrahim AF']",10.1109/ias.2018.8544664,,1,2018,Energy Disaggregation Based Deep Learning Techniques: A Pre-Processing Stage To Enhance The Household Load Forecasting,,,,Social and Behavioral Sciences
,"['Xu Z', 'Peng X', 'Wu L', 'Li C', 'Chao L', 'Wang Y', 'Zhang X']",10.1109/uic-atc.2017.8397510,,1,2018,Iehouse: A Non-Intrusive Household Appliance State Recognition System,,,,Social and Behavioral Sciences
,"['Nielsen TD', 'Pedersen Tb', 'Neupane B', 'Frazzetto D']",10.1145/3208903.3208924,,1,2018,Adaptive User-Oriented Direct Load-Control Of Residential Flexible Devices,,,,Social and Behavioral Sciences
,"['Deng L', 'Yang X', 'Liu Q']",10.3390/s18061897,,1,2018,An Ibeacon-Based Location System For Smart Home Control,,,,Social and Behavioral Sciences
,"['Soibelman L', 'Becerik Gerber B', 'Ghahramani A', 'Ahmadi Karvigh S']",10.1016/j.apenergy.2017.11.055,,1,2018,Real-Time Activity Recognition For Energy Efficiency In Buildings,,,,Social and Behavioral Sciences
,"['Kayal M', 'Lilis G', 'Van Cutsem O']",10.1109/etfa.2017.8247684,,1,2018,Automatic Multi-State Load Profile Identification With Application To Energy Disaggregation,,,,Social and Behavioral Sciences
,"['Kuo YC', 'Cheng YS', 'Chang CC', 'Su HY', 'Yang SC', 'Lin SL', 'Chang HC', 'Chou PP', 'Hsu YL']",10.3390/s17071631,,1,2017,Design And Implementation Of A Smart Home System Using Multisensor Data Fusion Technology,,,,Social and Behavioral Sciences
,"['Yasumoto K', 'Konishi K', 'Komiya K', 'Shigezumi T', 'Arakawa Y', 'Fujimoto M', 'Suwa H', 'Hata K', 'Kashimoto Y']",10.1145/3004010.3006378,,1,2016,Low-Cost And Device-Free Activity Recognition System With Energy Harvesting Pir And Door Sensors,,,,Social and Behavioral Sciences
,Jazizadeh F,10.1061/9780784479827.085,,1,2016,Building Energy Monitoring Realization: Context-Aware Event Detection Algorithms For Non-Intrusive Electricity Disaggregation,,,,Social and Behavioral Sciences
,"['Nunes N', 'Aberer K', 'Wijaya TK', 'Cao HA']",10.1109/bigdata.2016.7840964,,1,2016,Temporal Association Rules For Electrical Activity Detection In Residential Homes,,,,Social and Behavioral Sciences
,"['June Thornton-Marsh', 'Jan Froehlich']",10.4324/9780429290466-9,,12,2020,Teamwork and Collaboration,Transforming Racial and Cultural Lines in Health and Social Care,,,Social and Behavioral Sciences
,"['Ieda M. Santos', 'Shaljan Areepattamannil']",10.1016/j.chb.2019.04.005,,9,2019,Adolescent students’ perceived information and communication technology (ICT) competence and autonomy: Examining links to dispositions toward science in 42 countries,Computers in Human Behavior,,,Social and Behavioral Sciences
,"['Margriet A. Groen', 'Nicole M. Swart', 'Joyce Gubbels']",10.1186/s40536-020-0079-0,,1,2020,Everything in moderation: ICT and reading performance of Dutch 15-year-olds,Large-scale Assessments in Education,,,Social and Behavioral Sciences
,"['Frederick Koon Shing Leung', 'Chun Lai', 'Yang Gong', 'Xiang Hu']",10.1016/j.compedu.2018.05.021,,10,2018,"The relationship between ICT and student literacy in mathematics, reading, and science across 44 countries: A multilevel analysis",Computers & Education,,,Social and Behavioral Sciences
,"['Frank Goldhammer', 'Olga Kunina-Habenicht']",10.1186/s40536-020-00084-z,,4,2020,ICT Engagement: a new construct and its assessment in PISA 2015,Large-scale Assessments in Education,,,Social and Behavioral Sciences
,"['Morris Siu-Yung Jong', 'Ching Sing Chai', 'Pei-Yi Lin']",10.3390/ijerph16245157,,12,2019,"A PISA-2015 Comparative Meta-Analysis between Singapore and Finland: Relations of Students’ Interest in Science, Perceived ICT Competence, and Environmental Awareness and Optimism",International Journal of Environmental Research and Public Health,,,Social and Behavioral Sciences
,"['Belinda Boyd‐Wilson', 'Chen Qiu', 'Lingqi Meng']",10.1111/bjet.12729,,12,2018,Measurement invariance of the ICT engagement construct and its association with students’ performance in China and Germany: Evidence from PISA 2015 data,British Journal of Educational Technology,,,Social and Behavioral Sciences
,"['Adam M. Galovan', 'Bryce Odell', 'Maria Cutumisu']",10.29333/ejmste/7805,,2,2020,The Relation Between ICT and Science in PISA 2015 for Bulgarian and Finnish Students,"EURASIA Journal of Mathematics, Science and Technology Education",,,Social and Behavioral Sciences
,"['Jie Hu', 'Yang Liu', 'Ya Xiao']",10.3389/fpsyg.2019.01646,,7,2019,Regression Analysis of ICT Impact Factors on Early Adolescents’ Reading Proficiency in Five High-Performing Countries,Frontiers in Psychology,,,Social and Behavioral Sciences
,"['Bright Opoku Ahinkorah', 'Abdul Cadri', 'Joshua Okyere', 'James Boadu Frimpong', 'John Elvis Hagan', 'Abdul-Aziz Seidu', 'Richard Gyan Aboagye']",10.3390/healthcare9030292,,3,2021,Bullying Victimization among In-School Adolescents in Ghana: Analysis of Prevalence and Correlates from the Global School-Based Health Survey,Healthcare,,,Social and Behavioral Sciences
,"['David Doku', 'Michael Wilson', 'Emmanuel Acquah']",10.3390/socsci3040827,,10,2014,Patterns and Correlates for Bullying among Young Adolescents in Ghana,Social Sciences,,,Social and Behavioral Sciences
,"['Mabel Oti-Boadi', 'Nuworza Kugbey', 'Kwaku Oppong Asante', 'Diane Korkor Arhin']",10.1186/s13104-019-4300-6,,5,2019,The relationship between psychological distress and bullying victimisation among school-going adolescents in Ghana: a cross-sectional study,BMC Research Notes,,,Social and Behavioral Sciences
,Djahini-Afawoubo Dossè Mawussi and Okey Mawusse Komlagan Nezan,,10.1007/s40847-020-00106-0,8,2020,DOI: 10.1007/s40847-020-00106-0,Journal of economic and development studies,,,Social and Behavioral Sciences
,Victor Ikechukwu Ogharanduku,10.1080/10402659.2017.1308732,,4,2017,Violent Extremism and Grievance in Sub-Saharan Africa,Peace Review,,,Social and Behavioral Sciences
,Jan L. G. Dietz,10.1007/3-540-33149-2,,,2006,Enterprise Ontology,,,,Social and Behavioral Sciences
,"['Steven W. Martin', 'Burton C. English', 'James A. Larson', 'Roland K. Roberts', 'Dayton M. Lambert', 'Margarita M. Velandia', 'Amanda Jenkins', 'Steven W. Martin', 'Burton C. English', 'James A. Larson', 'Roland K. Roberts', 'Dayton M. Lambert', 'Margarita M. Velandia', 'Amanda Jenkins']",10.22004/AG.ECON.117779,,,2011,Factors Influencing the Selection of Precision Farming Information Sources by Cotton Producers,Agricultural and Resource Economics Review,,,Agricultural and Resource Economics
,"['Mamta Mehar', 'Surabhi Mittal']",10.1080/1389224x.2014.997255,,1,2015,Socio-economic Factors Affecting Adoption of Modern Information and Communication Technology by Farmers in India: Analysis Using Multivariate Probit Model,The Journal of Agricultural Education and Extension,,,Agricultural and Resource Economics
,"['Peeyush Soni', 'Mokbul Morshed Ahmad', 'Muhammad Yaseen']",10.1080/10496505.2017.1325743,,6,2017,Farm Households' Simultaneous Use of Sources to Access Information on Cotton Crop Production,Journal of Agricultural & Food Information,,,Agricultural and Resource Economics
,Matt Artz,10.22439/jba.v11i1.6611,https://rauli.cbs.dk/index.php/jba/article/view/6611/7124,5,2022,"Business Anthropology, Podcasting, and the Pandemic",Journal of Business Anthropology,,,Social and Cultural Anthropology and Ethnology
,Matt Artz,10.17730/0888-4552.44.2.33,,3,2022,"DESIGN ANTHROPOLOGY, ALGORITHMIC BIAS, BEHAVIORAL CAPITAL, AND THE CREATOR ECONOMY",Practicing Anthropology,,,Social and Cultural Anthropology and Ethnology
,"['Annette Leßmöllmann', 'Philipp Schrögel', 'Christian Humm']",10.17645/mac.v8i1.2480,,3,2020,Feeling Left Out: Underserved Audiences in Science Communication,Media and Communication,,,Communication Sciences
,Yimei Zhu,,https://doi.org/10.1177/0165551518823174,1,2019,Open-access policy and data-sharing practice in UK academia,,,,Communication Technology and New Media
,Khaled M.S. Faqih,10.1016/j.techsoc.2022.101958,http://dx.doi.org/10.1016/j.techsoc.2022.101958,5,2022,Factors influencing the behavioral intention to adopt a technological innovation from a developing country context: The case of mobile augmented reality games,Technology in Society,,,Communication Technology and New Media
,"['Cheng Boon Liat', 'Khaldoon Nusair', 'Helena H. Knight', 'S.R. Nikhashemi']",10.1016/j.jretconser.2021.102464,http://dx.doi.org/10.1016/j.jretconser.2021.102464,5,2021,Augmented reality in smart retailing: A (n) (A) Symmetric Approach to continuous intention to use retail brands’ mobile AR apps,Journal of Retailing and Consumer Services,,,Communication Technology and New Media
,"['Cenk Arsun Yuksel', 'Vahideh Arghashi']",10.1016/j.jretconser.2021.102756,http://dx.doi.org/10.1016/j.jretconser.2021.102756,1,2022,"Interactivity, Inspiration, and Perceived Usefulness! How retailers’ AR-apps improve consumer engagement through flow",Journal of Retailing and Consumer Services,,,Communication Technology and New Media
,"['Philipp A. Rauschnabel', 'Reto Felix', 'Chris Hinsch']",10.1016/j.jretconser.2019.101987,http://dx.doi.org/10.1016/j.jretconser.2019.101987,3,2020,"Nostalgia beats the wow-effect: Inspiration, awe and meaningful associations in augmented reality marketing",Journal of Retailing and Consumer Services,,,Communication Technology and New Media
,"['Przemysław Kazienko', 'Katarzyna Musiał']",10.1007/s11280-011-0155-z,,1,2012,Social networks on the Internet,World Wide Web,,,Communication Technology and New Media
,Carsten Heinze,10.1007/978-3-658-18352-3_1,http://dx.doi.org/10.1007/978-3-658-18352-3_1,10,2017,Filmsoziologische Suchbewegung,Die Herausforderungen des Films,,,Critical and Cultural Studies
,"['D. Levitt', 'L. During']",10.1093/ywcct/mbr012,http://dx.doi.org/10.1093/ywcct/mbr012,1,2011,12 * Film Theory,The Year's Work in Critical and Cultural Theory,,,Critical and Cultural Studies
,Matthew Flisfeder,10.1057/s41296-018-0239-y,http://dx.doi.org/10.1057/s41296-018-0239-y,6,2018,"Political theory and film: From Adorno to Žižek: Ian Fraser Rowman & Littlefield, New York, 2018, viii + 197pp., ISBN: 978-1-78348-164-4",Contemporary Political Theory,,,Critical and Cultural Studies
,Martin Gloger,10.1007/978-3-658-12695-7_66,http://dx.doi.org/10.1007/978-3-658-12695-7_66,,2019,Hinter der Leinwand der Gesellschaft: Die Kritische Analyse des Filmes,Handbuch Kritische Theorie,,,Critical and Cultural Studies
,"['Jeff Hancock', 'Joon Park', 'Sunny Liu', 'Elise Karinshak']",,,,,Can AI Persuade? Examining a Large Language Model's Ability to Generate Pro-Vaccination Messages,,,,Health Communication
,"['Shelby Wilcox', 'Ralf Schmälzle']",,https://www.jmir.org/2022/1/e28858/,1,2022,Harnessing Artificial Intelligence for Health Message Generation: The Folic Acid Message Engine,Journal of Medical Internet Research,,,Health Communication
,"['Ralf Schmälzle', 'Sue Lim']",10.48550/arXiv.2212.07507,https://arxiv.org/abs/2212.07507,12,2022,"Artificial Intelligence for Health Message Generation: Theory, Method, and an Empirical Study Using Prompt Engineering",ArXiv,,,Health Communication
,"['Ralf Schmälzle', 'Ralf Schmälzle', 'Sue Lim', 'Sue Lim', 'Sue Lim', 'Ralf Schmälzle']",,,,,Using AI to Generate Health Communication Content: State of the Art and Future Trends,,,,Health Communication
,"['Alexander J. Rothman', 'Emily Pronin', 'Peter Salovey', 'Brian T. Bedell', 'Jerusha B. Detweiler']",10.1037/0278-6133.18.2.189,,,1999,Message framing and sunscreen use: Gain-framed messages motivate beach-goers.,Health Psychology,,,Health Communication
,"['Chloé Drake Martin', 'Kelli Keough', 'Carol Antone', 'Peter Salovey', 'Alexander J. Rothman']",10.1006/jesp.1993.1019,,9,1993,The Influence of Message Framing on Intentions to Perform Health Behaviors,Journal of Experimental Social Psychology,,,Health Communication
,"['Chloé Drake Martin', 'Kelli Keough', 'Carol Antone', 'Peter Salovey', 'Alexander J. Rothman']",10.1006/jesp.1993.1019,,9,1993,The Influence of Message Framing on Intentions to Perform Health Behaviors,Journal of Experimental Social Psychology,,,Health Communication
,Ali M. Ahmed,10.1016/j.joep.2007.01.007,,6,2007,"Group identity, social distance and intergroup bias",Journal of Economic Psychology,,,Interpersonal/Small Group Communication
,"['Feng Zhu', 'Hao Ding', 'Ruomeng Cui']",10.1287/msom.2021.0991,,3,2022,Gender Inequality in Research Productivity During the COVID-19 Pandemic,Manufacturing & Service Operations Management,,,Economics
,"['Jenna Stearns', 'Olga Shurchkov', 'Tatyana Deryugina']",10.1257/pandp.20211017,http://dx.doi.org/10.1257/pandp.20211017,5,2021,COVID-19 Disruptions Disproportionately Affect Female Academics,AEA Papers and Proceedings,,,Economics
,"['Jenna Stearns', 'Olga Shurchkov', 'Tatyana Deryugina']",10.1257/pandp.20211017,,5,2021,COVID-19 Disruptions Disproportionately Affect Female Academics,AEA Papers and Proceedings,,,Economics
,"['Simon Gächter', 'Urs Fischbacher']",10.1257/aer.100.1.541,http://dx.doi.org/10.1257/aer.100.1.541,3,2010,"Social Preferences, Beliefs, and the Dynamics of Free Riding in Public Goods Experiments",American Economic Review,,,Economics
,,,https://www.feem.it/en/events/conferences/methodologies-and-indicators-for-green-growth-measurement-feem-sustainability-index-2013/,11,2013,FEEM Sustainability Index 2013,Fondazione Eni Enrico Mattei (FEEM) and Euro-Mediterranean Center on Climate Change (CMCC),,,Economics
,,,https://uwaterloo.ca/canadian-index-wellbeing/,10,2012,CANADIAN INDEX OF WELLBEING,University of Waterloo,,,Economics
,Lars Osberg,10.1007/978-94-007-0753-5_1403,,2,1998,Index of Economic Well-Being for Canada,Encyclopedia of Quality of Life and Well-Being Research,,,Economics
,"['Richard D Sanders', 'Philip A Lawn']",10.1016/s0921-8009(98)00049-4,,2,1999,Has Australia surpassed its optimal macroeconomic scale? Finding out with the aid of `benefit' and `cost' accounts and a sustainable net benefit index,Ecological Economics,,,Economics
,"['Cheryl A. Wehler', 'Christine M. Olson', 'Edward A. Frongillo, Jr.', 'Lawrence F. Buron', 'William W. Thompson', 'John T. Cook', 'William L. Hamilton']",,https://fns-prod.azureedge.net/sites/default/files/SUMRPT.PDF,9,1997,Household Food  Security in the United States in 1995. Summary Report  of the Food Security Measurement Project,United States Department of Agriculture,,,Economics
,"['Herman E. Daly', 'John B. Cobb']",10.1177/027046769101100137,,2,1991,"For the Common Good: Redirecting the Economy toward Community, the Environment, and a Substainable Future","Bulletin of Science, Technology & Society",,,Economics
,Roefie Hueting,,https://www.sni-hueting.info/EN/Publications/1974-1980-NewScarcityAndEconomicGrowth.pdf,,1974,New scarcity and economic growth: More welfare through less production?,NORTH-HOLLAND PUBLISHING COMPANY,,,Economics
,Ilze Judrupa,10.14207/ejsd.2021.v10n1p650,file:///C:/Users/User/Documents/1198-Article%20Text-2347-1-10-20210130_Regional%20sustainability_Latvia_02.pdf,2,2021,Regional Competitiveness as an Aspect Promoting Sustainability of Latvia,European Journal of Sustainable Development,,,Economics
,"['Sajid Ahmad', 'Abdul Qadir', 'Ambreen Ghalib']",10.3390/su9081473,https://www.mdpi.com/2071-1050/9/8/1473,7,2017,"Evaluation of Developmental Progress in Some Cities of Punjab, Pakistan, Using Urban Sustainability Indicators",Sustainability,,,Economics
,"['Amelie Wuppermann', 'Sebastian Wichert', 'Simon Reif']",10.1016/j.jhealeco.2018.01.007,,5,2018,Is it good to be too light? Birth weight thresholds in hospital reimbursement systems,Journal of Health Economics,,,Economics
,"['T.A. Spedding', 'L. Supramaniam', 'M.W. Sharp', 'E.M. Shehab']",10.1108/14637150410548056,,8,2004,Enterprise resource planning: An integrative review,Business Process Management Journal,,,Economics
,"['Julia Petty', 'Linda Jones', 'Patricia Bromley', 'Lynette Staff', 'Janet Green']",10.1016/j.jnn.2020.10.005,http://dx.doi.org/10.1016/j.jnn.2020.10.005,2,2021,The implications of face masks for babies and families during the COVID-19 pandemic: A discussion paper,Journal of Neonatal Nursing,,,Behavioral Economics
,"['Christopher Rauh', 'Marta Golin', 'Teodora Boneva', 'Abi Adams-Prassl']",10.1093/epolic/eiac002,http://dx.doi.org/10.1093/epolic/eiac002,1,2022,The impact of the coronavirus lockdown on mental health: evidence from the United States,Economic Policy,,,Behavioral Economics
,"['Lisette Ibanez', 'Gilles Grolleau', 'Sophie Clot']",10.1016/j.socec.2018.01.004,http://dx.doi.org/10.1016/j.socec.2018.01.004,4,2018,Shall we pay all? An experimental test of Random Incentivized Systems,Journal of Behavioral and Experimental Economics,,,Behavioral Economics
,"['Katerina Sherstyuk', 'Dolgorsuren Dorj', 'Sun-Ki Chai']",10.1108/s0193-230620180000020005,http://dx.doi.org/10.1108/S0193-230620180000020005,11,2018,"Cultural Values and Behavior in Dictator, Ultimatum, and Trust Games: An Experimental Study",Research in Experimental Economics,,,Behavioral Economics
,"['Erik Wengström', 'Jean-Robert Tyran', 'Bertil Tungodden', 'Ulrik H. Nielsen', 'Alexander W. Cappelen']",10.1007/s10683-015-9463-y,http://dx.doi.org/10.1007/s10683-015-9463-y,9,2015,Fairness is intuitive,Experimental Economics,,,Behavioral Economics
,"['Bibhas Saha', 'Joo Young Jeon', 'Subhasish M. Chowdhury']",10.1002/soej.12223,http://dx.doi.org/10.1002/soej.12223,6,2017,"Gender Differences in the Giving and Taking Variants of the Dictator Game: Dictator Giving, Taking, and Gender",Southern Economic Journal,,,Behavioral Economics
,"['Erkut Y Ozbay', 'Andreas Lange', 'J. Michelle Brock']",10.1257/aer.103.1.415,http://dx.doi.org/10.1257/aer.103.1.415,2,2013,Dictating the Risk: Experimental Evidence on Giving in Risky Environments,American Economic Review,,,Behavioral Economics
,"['Magnus Johannesson', 'Anna Dreber', 'David Bilén']",10.1007/s40881-021-00105-9,http://dx.doi.org/10.1007/s40881-021-00105-9,9,2021,Are women more generous than men? A meta-analysis,Journal of the Economic Science Association,,,Behavioral Economics
,"['Simon Gächter', 'Ernst Fehr']",10.1257/aer.90.4.980,,9,2000,Cooperation and Punishment in Public Goods Experiments,American Economic Review,,,Behavioral Economics
,"['Simon Gächter', 'Ernst Fehr']",10.1257/aer.90.4.980,http://dx.doi.org/10.1257/aer.90.4.980,9,2000,Cooperation and Punishment in Public Goods Experiments,American Economic Review,,,Behavioral Economics
,Christoph Engel,10.1007/s10683-011-9283-7,http://dx.doi.org/10.1007/s10683-011-9283-7,5,2011,Dictator games: a meta study,Experimental Economics,,,Behavioral Economics
,Nicholas Bardsley,10.1007/s10683-007-9172-2,http://dx.doi.org/10.1007/s10683-007-9172-2,9,2007,Dictator game giving: altruism or artefact?,Experimental Economics,,,Behavioral Economics
,"['Martin Sefton', 'N.E. Savin', 'Joel L. Horowitz', 'Robert Forsythe']",10.1006/game.1994.1021,http://dx.doi.org/10.1006/game.1994.1021,5,1994,Fairness in Simple Bargaining Experiments,Games and Economic Behavior,,,Behavioral Economics
,"['Esther Duflo', 'Abhijit V Banerjee']",10.1257/jep.21.1.141,,1,2007,The Economic Lives of the Poor,Journal of Economic Perspectives,,,Behavioral Economics
,"['Marek Valica', 'Tatiana Čorejova', 'Emilia Madudova']",10.3390/su10072511,,7,2018,Economic Sustainability in a Wider Context: Case Study of Considerable ICT Sector Sub-Divisions,Sustainability,,,Growth and Development
,"['Ementa Hyacinth Ichoku', 'William Fonta', 'John Ataguba']",10.2139/ssrn.1937721,,9,2011,"The Determinants of Multidimensional Poverty in Nsukka, Nigeria",SSRN Electronic Journal,,,Growth and Development
,"['Onyukwu E. Onyukwu', 'Chinasa Ikelu']",10.1007/978-3-319-30981-1_5,,5,2016,Dynamics and Determinants of Poverty in Nigeria: Evidence from a Panel Survey,Poverty and Well-Being in East Africa,,,Growth and Development
,"['Shuiqing Yang', 'Ke Song', 'Qingqi Long']",,,,2019,Semantic modeling for the knowledge framework of computational experiments and decision making for supply chain networks,IEEE Access,,,Industrial Organization
,"['Ge Wang', 'Sunil K Sheoran', 'Samuel H Huan']",,,,2004,A review and analysis of supply chain operations reference (SCOR) model,Supply chain management: An international Journal,,,Industrial Organization
